-55	312600
-50	214890
-45	149820
-40	105840
-35	75750
-30	54840
-25	40170
-20	29751
-15	22257
-10	16815
-5	12825
0	9867
5	7656
10	5991
15	4722
20	3750
25	3000
30	2416
35	1958
40	1597
45	1310
50	1081
55	897
60	748
65	627
70	528
75	447
80	380
85	324
90	278
95	239
100	207
105	179
110	156
115	136
120	119
125	105
130	92
135	82
140	72
145	64
150	57
