-55	84390
-50	61815
-45	45705
-40	34095
-35	25665
-30	19470
-25	14895
-20	11481
-15	8918
-10	6975
-5	5495
0	4358
5	3479
10	2793
15	2258
20	1835
25	1500
30	1233
35	1019
40	846
45	706
50	592
55	499
60	422
65	359
70	306
75	263
80	226
85	195
90	169
95	147
100	128
105	113
110	99
115	87
120	77
125	68
130	61
135	54
140	48
145	43
150	39
